City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
238,bentota,6.4254,79.9948,27.100000000000023,84,100,2.43,LK,1691585568
239,jining,35.405,116.5814,26.850000000000023,72,57,3.04,CN,1691585678
240,vernon,50.2581,-119.2691,19.200000000000045,68,79,2.57,CA,1691585647
241,saldanha,-33.0117,17.9442,25.03000000000003,64,0,4.86,ZA,1691585678
242,bakanas,44.8081,76.2772,33.75,20,0,3.75,KZ,1691585678
243,najran,17.4924,44.1277,39.360000000000014,8,57,6.37,SA,1691585678
244,hami,42.8,93.45,33.59000000000003,20,35,4.53,CN,1691585678
245,olonets,60.9847,32.9698,22.960000000000036,60,1,1.6,RU,1691585678
246,san julian,21.0167,-102.1667,13.960000000000036,75,5,1.35,MX,1691585679
247,illizi,26.4833,8.4667,37.89000000000004,11,0,5.98,DZ,1691585679
248,tommot,58.9564,126.2925,15.340000000000032,98,86,1.36,RU,1691585679
249,ulan bator,47.9077,106.8832,23.07000000000005,49,75,3.0,MN,1691585531
250,herkimer,43.0256,-74.986,21.680000000000007,89,100,4.39,US,1691585679
251,makoua,0.0069,15.6333,31.08000000000004,52,74,1.97,CG,1691585679
252,angra do heroismo,38.65,-27.2167,26.340000000000032,90,40,5.36,PT,1691585679
253,kimry,56.8667,37.35,21.05000000000001,94,100,1.21,RU,1691585679
254,kodiak,57.79,-152.4072,11.730000000000018,94,100,2.06,US,1691585679
255,andkhoy,36.9529,65.1238,37.26000000000005,13,0,6.5,AF,1691585680
256,cidreira,-30.1811,-50.2056,15.920000000000016,90,100,8.6,BR,1691585680
257,hammamet,36.4,10.6167,29.920000000000016,39,0,2.82,TN,1691585680
258,abepura,-2.6333,140.5833,26.450000000000045,78,20,1.54,ID,1691585680
259,bunia,1.5667,30.25,28.640000000000043,38,6,3.72,CD,1691585680
260,tazovsky,67.4667,78.7,9.660000000000025,84,100,7.07,RU,1691585680
261,pacific grove,36.6177,-121.9166,15.57000000000005,92,100,2.06,US,1691585680
262,znamenskoye,57.1281,73.8282,22.360000000000014,57,92,2.62,RU,1691585680
263,kidal,18.4411,1.4078,38.25,25,36,3.26,ML,1691585680
264,kurchatov,51.6601,35.6521,23.310000000000002,62,66,4.7,RU,1691585681
265,shreveport,32.5251,-93.7502,27.07000000000005,82,0,5.66,US,1691585382
266,aykhal,66.0,111.5,19.33000000000004,43,0,8.34,RU,1691585681
267,hasaki,35.7333,140.8333,27.390000000000043,89,1,5.88,JP,1691585681
268,bali chak,22.3667,87.55,29.980000000000018,68,58,1.25,IN,1691585681
269,fyodorovka,53.6314,62.7078,20.860000000000014,75,54,4.27,KZ,1691585681
270,robertsport,6.7533,-11.3686,25.450000000000045,88,100,5.7,LR,1691585681
